instance_id,label,family
0,benign,B_0
1,benign,B_0
2,benign,B_1
3,malicious,M_0
4,benign,B_0
5,malicious,M_0
6,benign,B_0
7,benign,B_0
8,malicious,M_0
9,benign,B_0
10,benign,B_0
11,malicious,M_0
12,benign,B_0
13,malicious,M_0
14,benign,B_2
15,benign,B_0
16,benign,B_0
17,benign,B_0
18,benign,B_2
19,benign,B_1
20,benign,B_1
21,benign,B_0
22,malicious,M_0
23,benign,B_0
24,benign,B_0
25,benign,B_0
26,benign,B_0
27,benign,B_0
28,benign,B_0
29,benign,B_0
30,benign,B_0
31,benign,B_1
32,benign,B_0
33,benign,B_0
34,malicious,M_0
35,malicious,M_0
36,benign,B_0
37,benign,B_0
38,benign,B_0
39,benign,B_0
40,benign,B_0
41,benign,B_0
42,benign,B_1
43,malicious,M_0
44,benign,B_1
45,benign,B_1
46,benign,B_0
47,malicious,M_3
48,benign,B_0
49,benign,B_2
50,benign,B_0
51,benign,B_0
52,benign,B_2
53,benign,B_0
54,benign,B_0
55,malicious,M_0
56,benign,B_0
57,benign,B_2
58,benign,B_0
59,benign,B_0
60,benign,B_0
61,benign,B_0
62,benign,B_0
63,benign,B_2
64,benign,B_0
65,benign,B_0
66,malicious,M_0
67,benign,B_0
68,benign,B_0
69,benign,B_0
70,benign,B_1
71,benign,B_0
72,benign,B_0
73,benign,B_0
74,benign,B_0
75,malicious,M_0
76,benign,B_0
77,benign,B_0
78,benign,B_0
79,benign,B_0
80,malicious,M_0
81,malicious,M_0
82,benign,B_0
83,benign,B_0
84,benign,B_0
85,benign,B_0
86,benign,B_0
87,benign,B_0
88,benign,B_0
89,benign,B_0
90,benign,B_0
91,benign,B_0
92,malicious,M_0
93,benign,B_0
94,benign,B_0
95,malicious,M_0
96,malicious,M_0
97,benign,B_1
98,benign,B_0
99,benign,B_0
100,benign,B_0
101,benign,B_2
102,malicious,M_0
103,benign,B_0
104,benign,B_0
105,malicious,M_0
106,benign,B_0
107,malicious,M_0
108,benign,B_0
109,benign,B_0
110,benign,B_0
111,malicious,M_0
112,benign,B_0
113,benign,B_2
114,benign,B_0
115,benign,B_0
116,malicious,M_0
117,malicious,M_0
118,benign,B_0
119,benign,B_0
120,benign,B_2
121,benign,B_1
122,benign,B_0
123,benign,B_1
124,benign,B_1
125,malicious,M_0
126,malicious,M_0
127,benign,B_0
128,benign,B_0
129,malicious,M_0
130,benign,B_0
131,benign,B_0
132,malicious,M_0
133,benign,B_0
134,benign,B_0
135,malicious,M_0
136,benign,B_0
137,benign,B_0
138,benign,B_0
139,benign,B_0
140,benign,B_1
141,benign,B_1
142,benign,B_0
143,benign,B_0
144,benign,B_0
145,benign,B_0
146,benign,B_1
147,benign,B_0
148,benign,B_0
149,benign,B_0
150,benign,B_0
151,benign,B_0
152,malicious,M_0
153,benign,B_0
154,malicious,M_0
155,benign,B_0
156,benign,B_0
157,benign,B_1
158,benign,B_2
159,malicious,M_0
160,benign,B_0
161,benign,B_0
162,benign,B_0
163,benign,B_0
164,benign,B_0
165,benign,B_0
166,benign,B_1
167,benign,B_0
168,benign,B_0
169,benign,B_0
170,benign,B_0
171,benign,B_0
172,benign,B_1
173,malicious,M_0
174,benign,B_0
175,benign,B_0
176,malicious,M_0
177,benign,B_0
178,malicious,M_0
179,benign,B_0
180,benign,B_0
181,benign,B_0
182,benign,B_0
183,benign,B_0
184,benign,B_0
185,benign,B_0
186,benign,B_0
187,benign,B_0
188,malicious,M_0
189,benign,B_0
190,benign,B_1
191,benign,B_0
192,benign,B_0
193,benign,B_0
194,malicious,M_0
195,benign,B_1
196,malicious,M_1
197,benign,B_1
198,benign,B_0
199,benign,B_0
200,benign,B_0
201,benign,B_0
202,benign,B_0
203,benign,B_0
204,benign,B_0
205,benign,B_0
206,benign,B_0
207,benign,B_0
208,benign,B_0
209,benign,B_0
210,malicious,M_0
211,benign,B_0
212,benign,B_0
213,benign,B_1
214,benign,B_0
215,malicious,M_0
216,benign,B_0
217,benign,B_0
218,benign,B_1
219,benign,B_0
220,benign,B_0
221,benign,B_0
222,malicious,M_0
223,benign,B_0
224,malicious,M_0
225,benign,B_0
226,benign,B_0
227,malicious,M_1
228,benign,B_0
229,benign,B_2
230,malicious,M_0
231,benign,B_0
232,benign,B_0
233,benign,B_0
234,benign,B_2
235,benign,B_0
236,benign,B_0
237,benign,B_0
238,malicious,M_0
239,benign,B_0
240,benign,B_0
241,malicious,M_0
242,benign,B_0
243,malicious,M_0
244,benign,B_0
245,benign,B_1
246,malicious,M_0
247,malicious,M_1
248,benign,B_1
249,malicious,M_0
250,benign,B_0
251,benign,B_1
252,benign,B_0
253,benign,B_0
254,benign,B_0
255,benign,B_0
256,benign,B_0
257,benign,B_0
258,benign,B_0
259,malicious,M_0
260,benign,B_0
261,benign,B_0
262,benign,B_0
263,benign,B_0
264,benign,B_0
265,benign,B_0
266,malicious,M_0
267,benign,B_0
268,benign,B_1
269,malicious,M_0
270,benign,B_0
271,benign,B_0
272,benign,B_0
273,benign,B_0
274,benign,B_0
275,benign,B_0
276,benign,B_0
277,malicious,M_3
278,benign,B_1
279,benign,B_0
280,benign,B_0
281,benign,B_0
282,benign,B_0
283,benign,B_1
284,benign,B_2
285,benign,B_0
286,benign,B_1
287,benign,B_0
288,benign,B_0
289,benign,B_0
290,benign,B_1
291,benign,B_0
292,benign,B_0
293,benign,B_0
294,benign,B_0
295,benign,B_0
296,benign,B_1
297,benign,B_1
298,benign,B_0
299,benign,B_0
300,benign,B_0
301,benign,B_0
302,benign,B_1
303,malicious,M_0
304,benign,B_0
305,benign,B_0
306,benign,B_0
307,malicious,M_4
308,benign,B_0
309,benign,B_0
310,benign,B_1
311,benign,B_0
312,benign,B_2
313,benign,B_2
314,benign,B_0
315,benign,B_0
316,benign,B_0
317,malicious,M_0
318,malicious,M_0
319,benign,B_0
320,benign,B_0
321,benign,B_2
322,benign,B_0
323,benign,B_0
324,benign,B_5
325,benign,B_0
326,benign,B_0
327,benign,B_0
328,benign,B_0
329,benign,B_0
330,benign,B_0
331,benign,B_0
332,benign,B_0
333,malicious,M_0
334,benign,B_0
335,benign,B_0
336,benign,B_0
337,malicious,M_3
338,malicious,M_0
339,benign,B_0
340,benign,B_0
341,benign,B_1
342,benign,B_0
343,benign,B_0
344,benign,B_0
345,benign,B_0
346,benign,B_1
347,benign,B_1
348,benign,B_2
349,benign,B_0
350,benign,B_0
351,benign,B_0
352,benign,B_0
353,benign,B_0
354,benign,B_0
355,malicious,M_0
356,benign,B_0
357,benign,B_2
358,malicious,M_0
359,benign,B_0
360,benign,B_0
361,benign,B_1
362,benign,B_0
363,benign,B_0
364,benign,B_0
365,benign,B_0
366,malicious,M_0
367,benign,B_0
368,benign,B_1
369,benign,B_0
370,benign,B_0
371,benign,B_0
372,benign,B_0
373,malicious,M_0
374,malicious,M_0
375,benign,B_0
376,benign,B_0
377,benign,B_0
378,benign,B_0
379,benign,B_0
380,benign,B_0
381,malicious,M_0
382,benign,B_0
383,benign,B_0
384,benign,B_0
385,benign,B_0
386,benign,B_0
387,benign,B_0
388,benign,B_4
389,benign,B_0
390,benign,B_0
391,benign,B_0
392,benign,B_0
393,benign,B_0
394,benign,B_0
395,benign,B_0
396,benign,B_0
397,benign,B_0
398,benign,B_0
399,benign,B_0
400,benign,B_1
401,benign,B_1
402,benign,B_0
403,benign,B_2
404,benign,B_0
405,benign,B_0
406,benign,B_0
407,benign,B_1
408,benign,B_0
409,benign,B_0
410,benign,B_0
411,benign,B_0
412,benign,B_0
413,benign,B_0
414,benign,B_1
415,benign,B_0
416,benign,B_0
417,benign,B_0
418,benign,B_1
419,benign,B_0
420,benign,B_0
421,benign,B_0
422,benign,B_0
423,benign,B_1
424,malicious,M_0
425,benign,B_0
426,benign,B_1
427,benign,B_1
428,benign,B_0
429,benign,B_0
430,benign,B_0
431,benign,B_0
432,malicious,M_0
433,benign,B_0
434,benign,B_0
435,benign,B_0
436,benign,B_0
437,benign,B_0
438,benign,B_1
439,benign,B_0
440,benign,B_0
441,benign,B_0
442,benign,B_0
443,benign,B_0
444,benign,B_0
445,benign,B_0
446,benign,B_0
447,malicious,M_0
448,benign,B_0
449,benign,B_0
450,benign,B_0
451,benign,B_0
452,benign,B_10
453,benign,B_0
454,benign,B_0
455,benign,B_0
456,malicious,M_0
457,benign,B_1
458,malicious,M_0
459,benign,B_2
460,benign,B_0
461,malicious,M_0
462,benign,B_0
463,benign,B_0
464,benign,B_0
465,benign,B_0
466,benign,B_0
467,malicious,M_0
468,benign,B_0
469,benign,B_0
470,benign,B_2
471,malicious,M_0
472,benign,B_0
473,benign,B_0
474,benign,B_0
475,benign,B_0
476,benign,B_0
477,benign,B_0
478,benign,B_2
479,malicious,M_0
480,benign,B_0
481,benign,B_0
482,benign,B_1
483,benign,B_0
484,benign,B_0
485,malicious,M_0
486,malicious,M_0
487,benign,B_0
488,benign,B_1
489,benign,B_0
490,benign,B_1
491,benign,B_2
492,malicious,M_0
493,benign,B_0
494,benign,B_0
495,benign,B_0
496,benign,B_3
497,malicious,M_0
498,benign,B_0
499,malicious,M_0
500,benign,B_12
501,malicious,M_0
502,benign,B_0
503,benign,B_0
504,benign,B_1
505,benign,B_0
506,benign,B_0
507,malicious,M_0
508,benign,B_0
509,benign,B_0
510,malicious,M_0
511,benign,B_2
512,benign,B_0
513,malicious,M_0
514,benign,B_0
515,malicious,M_0
516,benign,B_0
517,benign,B_0
518,benign,B_2
519,malicious,M_1
520,benign,B_0
521,benign,B_0
522,benign,B_0
523,benign,B_0
524,malicious,M_0
525,benign,B_0
526,benign,B_0
527,benign,B_1
528,malicious,M_0
529,benign,B_0
530,benign,B_0
531,malicious,M_0
532,benign,B_1
533,benign,B_2
534,malicious,M_0
535,benign,B_0
536,malicious,M_0
537,benign,B_1
538,malicious,M_0
539,benign,B_0
540,benign,B_0
541,benign,B_0
542,benign,B_0
543,malicious,M_0
544,malicious,M_0
545,benign,B_1
546,benign,B_0
547,benign,B_2
548,benign,B_0
549,benign,B_1
550,benign,B_0
551,malicious,M_0
552,benign,B_0
553,benign,B_0
554,benign,B_0
555,benign,B_1
556,malicious,M_0
557,benign,B_0
558,malicious,M_0
559,benign,B_0
560,malicious,M_0
561,benign,B_2
562,malicious,M_0
563,malicious,M_0
564,benign,B_0
565,benign,B_1
566,benign,B_0
567,benign,B_0
568,benign,B_0
569,benign,B_0
570,benign,B_0
571,benign,B_0
572,benign,B_0
573,benign,B_0
574,benign,B_0
575,benign,B_0
576,malicious,M_0
577,benign,B_0
578,benign,B_0
579,benign,B_0
580,benign,B_0
581,benign,B_1
582,malicious,M_0
583,benign,B_0
584,benign,B_0
585,benign,B_0
586,benign,B_0
587,benign,B_2
588,benign,B_0
589,benign,B_0
590,benign,B_0
591,malicious,M_0
592,benign,B_0
593,benign,B_0
594,benign,B_1
595,benign,B_0
596,benign,B_0
597,benign,B_0
598,benign,B_0
599,benign,B_0
600,benign,B_0
601,benign,B_2
602,benign,B_1
603,benign,B_0
604,benign,B_1
605,benign,B_0
606,malicious,M_0
607,benign,B_1
608,benign,B_0
609,benign,B_0
610,benign,B_0
611,benign,B_0
612,benign,B_0
613,benign,B_0
614,benign,B_0
615,benign,B_0
616,benign,B_0
617,benign,B_0
618,benign,B_0
619,benign,B_0
620,benign,B_0
621,malicious,M_0
622,benign,B_0
623,benign,B_0
624,benign,B_0
625,malicious,M_0
626,benign,B_0
627,benign,B_1
628,malicious,M_0
629,benign,B_0
630,benign,B_0
631,benign,B_0
632,benign,B_0
633,benign,B_0
634,benign,B_0
635,benign,B_0
636,benign,B_0
637,benign,B_0
638,malicious,M_0
639,benign,B_0
640,benign,B_0
641,malicious,M_2
642,malicious,M_0
643,benign,B_0
644,benign,B_2
645,benign,B_0
646,benign,B_0
647,benign,B_0
648,benign,B_0
649,malicious,M_0
650,benign,B_0
651,benign,B_0
652,benign,B_0
653,benign,B_0
654,benign,B_1
655,benign,B_0
656,benign,B_0
657,benign,B_0
658,benign,B_1
659,benign,B_1
660,benign,B_0
661,malicious,M_0
662,benign,B_1
663,benign,B_0
664,benign,B_0
665,benign,B_0
666,benign,B_0
667,benign,B_0
668,benign,B_0
669,malicious,M_0
670,benign,B_0
671,benign,B_0
672,benign,B_0
673,malicious,M_0
674,benign,B_0
675,benign,B_0
676,malicious,M_0
677,benign,B_0
678,benign,B_0
679,benign,B_0
680,benign,B_0
681,benign,B_0
682,malicious,M_5
683,benign,B_0
684,benign,B_0
685,benign,B_2
686,benign,B_0
687,benign,B_3
688,benign,B_0
689,benign,B_1
690,malicious,M_0
691,benign,B_0
692,malicious,M_0
693,malicious,M_0
694,malicious,M_0
695,benign,B_0
696,benign,B_0
697,benign,B_2
698,benign,B_0
699,benign,B_0
700,malicious,M_0
701,benign,B_0
702,benign,B_0
703,malicious,M_0
704,malicious,M_0
705,benign,B_1
706,malicious,M_2
707,benign,B_0
708,malicious,M_0
709,benign,B_2
710,benign,B_0
711,benign,B_0
712,benign,B_0
713,benign,B_0
714,benign,B_1
715,benign,B_0
716,benign,B_0
717,benign,B_0
718,benign,B_0
719,benign,B_0
720,benign,B_0
721,malicious,M_0
722,malicious,M_0
723,malicious,M_2
724,benign,B_0
725,benign,B_2
726,benign,B_0
727,benign,B_0
728,benign,B_0
729,benign,B_0
730,benign,B_0
731,benign,B_0
732,benign,B_0
733,benign,B_0
734,benign,B_0
735,benign,B_0
736,benign,B_0
737,benign,B_0
738,benign,B_0
739,benign,B_0
740,benign,B_0
741,benign,B_0
742,benign,B_0
743,benign,B_1
744,malicious,M_0
745,benign,B_0
746,malicious,M_0
747,benign,B_0
748,benign,B_0
749,benign,B_0
750,malicious,M_0
751,malicious,M_0
752,benign,B_0
753,benign,B_1
754,benign,B_0
755,benign,B_1
756,benign,B_0
757,benign,B_0
758,benign,B_0
759,malicious,M_0
760,benign,B_0
761,malicious,M_2
762,benign,B_1
763,benign,B_0
764,benign,B_0
765,benign,B_0
766,benign,B_0
767,malicious,M_0
768,benign,B_0
769,benign,B_0
770,benign,B_0
771,benign,B_0
772,benign,B_0
773,benign,B_2
774,benign,B_0
775,benign,B_0
776,benign,B_2
777,malicious,M_0
778,benign,B_0
779,benign,B_2
780,benign,B_0
781,benign,B_0
782,benign,B_0
783,benign,B_0
784,benign,B_1
785,malicious,M_0
786,malicious,M_0
787,benign,B_0
788,benign,B_0
789,benign,B_0
790,benign,B_1
791,benign,B_0
792,benign,B_0
793,benign,B_0
794,malicious,M_0
795,benign,B_0
796,malicious,M_0
797,benign,B_0
798,malicious,M_0
799,benign,B_1
800,benign,B_0
801,benign,B_0
802,benign,B_0
803,benign,B_0
804,malicious,M_0
805,benign,B_0
806,benign,B_0
807,malicious,M_0
808,benign,B_0
809,benign,B_0
810,benign,B_0
811,benign,B_0
812,benign,B_0
813,benign,B_1
814,benign,B_0
815,benign,B_0
816,benign,B_0
817,malicious,M_0
818,benign,B_0
819,benign,B_0
820,benign,B_0
821,benign,B_0
822,benign,B_0
823,benign,B_0
824,benign,B_2
825,malicious,M_0
826,malicious,M_0
827,benign,B_1
828,benign,B_0
829,benign,B_0
830,benign,B_0
831,malicious,M_0
832,benign,B_0
833,benign,B_0
834,benign,B_0
835,benign,B_0
836,benign,B_0
837,malicious,M_0
838,benign,B_0
839,benign,B_0
840,benign,B_0
841,benign,B_0
842,benign,B_0
843,benign,B_0
844,benign,B_1
845,benign,B_0
846,benign,B_2
847,benign,B_0
848,benign,B_0
849,malicious,M_0
850,benign,B_0
851,benign,B_0
852,benign,B_0
853,benign,B_0
854,benign,B_0
855,benign,B_0
856,malicious,M_0
857,benign,B_0
858,malicious,M_0
859,benign,B_0
860,benign,B_1
861,malicious,M_0
862,benign,B_1
863,benign,B_0
864,malicious,M_0
865,benign,B_0
866,benign,B_0
867,benign,B_0
868,benign,B_0
869,malicious,M_0
870,benign,B_0
871,malicious,M_0
872,benign,B_0
873,benign,B_0
874,benign,B_0
875,benign,B_0
876,benign,B_0
877,benign,B_2
878,malicious,M_0
879,benign,B_0
880,malicious,M_0
881,benign,B_0
882,benign,B_0
883,benign,B_1
884,benign,B_1
885,benign,B_0
886,benign,B_1
887,benign,B_0
888,benign,B_0
889,malicious,M_0
890,benign,B_0
891,benign,B_0
892,benign,B_0
893,benign,B_0
894,benign,B_1
895,benign,B_0
896,benign,B_0
897,benign,B_0
898,benign,B_0
899,malicious,M_0
900,malicious,M_0
901,benign,B_1
902,benign,B_0
903,benign,B_1
904,benign,B_0
905,benign,B_0
906,benign,B_0
907,benign,B_0
908,malicious,M_0
909,benign,B_0
910,benign,B_1
911,benign,B_0
912,benign,B_0
913,benign,B_0
914,benign,B_0
915,benign,B_0
916,benign,B_0
917,benign,B_0
918,benign,B_1
919,benign,B_0
920,benign,B_0
921,benign,B_0
922,benign,B_0
923,benign,B_1
924,benign,B_0
925,benign,B_0
926,benign,B_1
927,benign,B_0
928,benign,B_0
929,malicious,M_0
930,benign,B_0
931,benign,B_0
932,benign,B_0
933,benign,B_0
934,benign,B_0
935,benign,B_0
936,benign,B_0
937,malicious,M_0
938,benign,B_0
939,benign,B_0
940,benign,B_0
941,benign,B_0
942,benign,B_0
943,benign,B_0
944,benign,B_0
945,malicious,M_0
946,benign,B_0
947,benign,B_0
948,malicious,M_0
949,benign,B_1
950,benign,B_0
951,benign,B_2
952,benign,B_0
953,benign,B_8
954,benign,B_0
955,benign,B_0
956,benign,B_0
957,benign,B_0
958,benign,B_0
959,benign,B_0
960,benign,B_0
961,benign,B_0
962,benign,B_0
963,benign,B_2
964,benign,B_0
965,benign,B_1
966,benign,B_1
967,malicious,M_0
968,malicious,M_0
969,benign,B_0
970,benign,B_0
971,benign,B_0
972,benign,B_0
973,benign,B_0
974,benign,B_0
975,benign,B_0
976,benign,B_1
977,benign,B_0
978,benign,B_0
979,benign,B_0
980,benign,B_0
981,malicious,M_0
982,benign,B_0
983,benign,B_0
984,benign,B_0
985,malicious,M_0
986,benign,B_2
987,benign,B_0
988,benign,B_0
989,benign,B_0
990,malicious,M_0
991,malicious,M_1
992,benign,B_1
993,benign,B_0
994,benign,B_0
995,benign,B_1
996,malicious,M_0
997,malicious,M_0
998,benign,B_0
999,malicious,M_0
1000,benign,B_0
1001,benign,B_0
1002,benign,B_0
1003,benign,B_0
1004,malicious,M_8
1005,malicious,M_0
